record_id,nrc_number,first_name,last_name,date_of_birth,gender,district_of_origin,registration_terminal,slot_id,face_embedding_seed,is_duplicate,duplicate_type,canonical_id
REC00845,288128/21/5,Kabaso,Mulenga,2009-05-14,F,Kasama,T002-Kitwe,64E9B3C4CEA7,845,False,,
REC00383,475623/18/9,Peace,Mubita,1947-06-17,F,Livingstone,T002-Kitwe,D3D5E60BA3B9,383,False,,
REC00805,373094/17/8,Hamukoma,Wina,1959-06-11,M,Ndola,T003-Ndola,1FFD79A7BEB8,805,False,,
REC00243,720556/84/3,Ezekiel,Nkonde,1994-11-20,M,Mazabuka,T001-Lusaka,B4CA7A1E6941,243,False,,
REC00601,236659/87/9,Chimfwembe,Sitwala,1950-11-10,M,Choma,T001-Lusaka,6949E7663F83,601,False,,
REC00643,275715/91/6,Faith,Chinyama,1997-01-07,F,Mazabuka,T002-Kitwe,39DA7BAC8661,643,False,,
REC00724,534152/62/5,Mutale,Hichilema,1981-06-04,M,Kasama,T002-Kitwe,E255FD9DB523,724,False,,
REC00061,805477/49/4,Kabaso,Hichilema,1988-12-10,F,Ndola,T001-Lusaka,4E0204B2758A,61,False,,
REC00271,974190/72/7,Naomi,Wina,1985-06-25,F,Choma,T002-Kitwe,B5AFED82D9D2,271,True,Type4,REC00148
REC00442,834591/55/3,Deborah,Bwalya,1946-11-27,F,Livingstone,T003-Ndola,5B3BDFD1309B,442,False,,
REC00263,597643/43/4,Peace,Bwalya,1956-06-18,F,Lusaka,T003-Ndola,9D0640700CEA,263,False,,
REC00361,507723/10/4,Isaac,Siluwe,1971-06-24,M,Chipata,T001-Lusaka,3A017EC2FF98,361,False,,
REC00491,902658/40/1,Chisomo,Chisanga,1963-08-10,F,Mongu,T003-Ndola,3B80D08A113B,491,False,,
REC00235,846385/99/3,Sikazwe,Kamanga,1995-11-19,M,Chingola,T002-Kitwe,32E1ACF3C3AF,235,False,,
REC00746,959959/36/1,Joy,Chinyama,1959-12-30,F,Ndola,T001-Lusaka,C7085B260A0C,746,False,,
REC00772,385898/29/3,Grace,Mubita,1999-06-17,F,Kitwe,T002-Kitwe,D49DB2359C09,772,False,,
REC00667,814544/49/6,Nyirenda,Sitwala,1975-02-08,M,Mazabuka,T001-Lusaka,3BF5773B3DF5,667,False,,
REC00259,848255/52/8,Kasonde,Chanda,1997-09-20,M,Kabwe,T003-Ndola,1CA7A4D8978C,259,False,,
REC00074,752483/78/1,Nchimunya,Moono,1998-07-25,F,Mufulira,T002-Kitwe,B043A8B1AB43,74,False,,
REC00878,667735/26/8,Sikazwe,Lungu,1948-10-17,M,Mongu,T002-Kitwe,BC77991F6175,878,False,,
REC00681,132792/35/2,Kasonde,Mwamba,1993-12-27,M,Livingstone,T002-Kitwe,DA7622E9CD6A,681,False,,
REC00980,193670/23/2,Mwenya,Kalunga,1967-09-27,F,Solwezi,T003-Ndola,A3816D554A18,391,True,Type3,REC00391
REC00375,223088/40/4,Namoonde,Kasonde,1970-08-16,F,Mufulira,T003-Ndola,15E393C25971,375,False,,
REC00251,856157/50/4,Tembo,Sakala,1958-03-10,M,Kabwe,T001-Lusaka,EBEF5B166377,251,False,,
REC00569,962057/94/1,Grace,Mwale,1974-07-26,F,Ndola,T002-Kitwe,2742D20B541B,569,False,,
REC00226,468623/67/1,Nchimunya,Nkumbula,1970-03-11,F,Kafue,T003-Ndola,5FBDF18570A3,226,False,,
REC00847,139448/86/3,Kamanga,Kalumba,1947-12-18,M,Kabwe,T003-Ndola,8D20608F9B71,847,False,,
REC00326,158840/91/1,Choolwe,Mbanga,1967-04-24,F,Ndola,T003-Ndola,FB66B6D08948,326,False,,
REC00256,177103/59/9,Wamunyima,Mbanga,1984-02-15,M,Mansa,T002-Kitwe,FB45285AB6EA,256,False,,
REC00630,234475/16/9,Siyanza,Kalunga,1958-04-12,F,Kabwe,T002-Kitwe,D2B496B68E07,630,False,,
REC00136,409571/12/7,Esther,Gondwe,1947-04-13,F,Lusaka,T002-Kitwe,E4A7E3D96515,136,False,,
REC00721,445280/67/9,Emmanuel,Kamanga,1955-09-15,M,Livingstone,T001-Lusaka,7A6BF691AAEF,721,False,,
REC00557,523013/21/6,Nathan,Mutinta,1961-11-01,M,Choma,T001-Lusaka,5E331C3E695E,557,False,,
REC00505,427252/26/2,Mwale,Nkumbula,1979-02-14,M,Chingola,T002-Kitwe,3FD651F46DC9,505,False,,
REC00589,641760/42/7,Deborah,Nkonde,2003-01-12,F,Chingola,T001-Lusaka,87517F2DA6DE,589,False,,
REC00572,419491/36/6,Ruth,Mbanga,2002-05-18,F,Mongu,T001-Lusaka,E4070132C320,572,False,,
REC00770,208111/76/5,Mulonga,Moono,2005-11-16,M,Mufulira,T001-Lusaka,F72125B9562C,770,False,,
REC00620,175902/74/5,Mary,Musonda,1959-11-24,F,Kitwe,T002-Kitwe,B4ECB2D873FA,620,False,,
REC00270,317346/98/8,Hamukoma,Gondwe,1946-10-10,M,Kabwe,T002-Kitwe,7FF58CA608C1,270,False,,
REC00586,144887/95/4,Sitwala,Nyirenda,1989-01-07,M,Choma,T003-Ndola,B0174CDDE0AE,586,False,,
REC00846,770905/44/9,Namukolo,Mumba,1997-03-06,F,Mongu,T002-Kitwe,774A37FBA03F,846,False,,
REC00040,417212/88/9,Abraham,Mutinta,1946-11-24,M,Mazabuka,T001-Lusaka,53743F1077BD,40,False,,
REC00229,347459/92/6,Nkandu,Mwamba,2003-12-25,F,Mongu,T002-Kitwe,0E407C538024,229,False,,
REC00110,593355/76/8,Esther,Chanda,1994-04-19,F,Ndola,T002-Kitwe,E0C015EE7DE3,110,False,,
REC00244,185168/15/5,Esther,Chanda,2007-06-21,F,Livingstone,T003-Ndola,05D76AD1B0F6,244,False,,
REC00067,980660/91/5,Grace,Phiri,1987-11-01,F,Kabwe,T003-Ndola,C587B64D185D,67,False,,
REC00455,434198/43/2,Chilufya,Gondwe,2008-03-19,M,Solwezi,T001-Lusaka,30FC59744F4D,455,False,,
REC00658,351198/76/5,Kabaso,Simamba,1953-11-30,F,Mazabuka,T002-Kitwe,E27678A13AC8,658,False,,
REC00032,102260/59/5,Lubemba,Ng'andu,1976-01-06,F,Chipata,T002-Kitwe,E5B891254A88,32,False,,
REC00654,111068/10/9,Dalitso,Chisanga,1982-10-12,F,Solwezi,T001-Lusaka,EB9F0762AAC9,654,False,,
REC00930,893041/92/7,Deborah,Siluwe,1985-07-11,F,Kabwe,T002-Kitwe,25268528A0A4,930,False,,
REC00562,275526/78/9,Mary,Kasonde,2001-05-28,F,Mazabuka,T001-Lusaka,00C8ABDBF642,562,False,,
REC00607,692099/56/5,Dalitso,Mutinta,1972-01-06,F,Mongu,T003-Ndola,D6A0C1BC9FDC,607,False,,
REC00218,672536/53/3,Namukolo,Chanda,1978-05-29,F,Kabwe,T003-Ndola,552FE70D7A2F,218,False,,
REC00365,350161/49/2,Chisomo,Sakala,1999-06-10,M,Solwezi,T001-Lusaka,EB8D01D11781,365,False,,
REC00076,442722/53/7,Moono,Mumba,1969-03-22,F,Mansa,T002-Kitwe,A59C2E83D580,76,False,,
REC00051,172792/45/6,Mubita,Mvula,1985-01-07,M,Chingola,T003-Ndola,E7ACB2062350,51,False,,
REC00725,237935/33/1,Kapulula,Kabwe,2000-06-08,F,Mufulira,T003-Ndola,41ABAD7E84A2,725,False,,
REC00185,731661/29/2,Moono,Kabwe,1994-06-13,M,Mansa,T001-Lusaka,353B4CBA3422,185,False,,
REC00399,541307/56/9,Namukolo,Mwale,1959-01-09,F,Ndola,T003-Ndola,404199374166,399,False,,
REC00422,165308/65/3,Mwenya,Siluwe,1959-01-27,F,Chipata,T001-Lusaka,09085ADA0A2F,422,False,,
REC00955,237654/77/3,Grace,Chinyama,1998-09-03,M,Lusaka,T003-Ndola,CAF771AB0EA9,650,True,Type1,REC00650
REC00299,462974/29/5,Yemisi,Banda,1968-09-09,F,Choma,T001-Lusaka,52A8C93348DC,299,False,,
REC00916,169465/48/1,Mwaka,Phiri,2006-02-17,F,Mansa,T001-Lusaka,C03AEC7CE579,916,False,,
REC00168,807764/92/9,Naomi,Kalumba,1954-12-20,F,Mufulira,T001-Lusaka,0E999F189447,168,False,,
REC00054,367095/15/7,Katuta,Mulonga,1992-12-17,M,Chingola,T001-Lusaka,91EC48004DD8,54,False,,
REC00254,988324/23/7,Takondwa,Mutinta,2009-04-13,F,Choma,T001-Lusaka,E5BBABA0783B,254,False,,
REC00387,197874/93/6,Hamukoma,Ng'andu,1985-06-06,M,Kitwe,T002-Kitwe,6A21052FE2A9,387,False,,
REC00144,489518/23/4,Deborah,Mwale,1952-09-23,F,Lusaka,T002-Kitwe,B3E90A772D0A,144,False,,
REC00975,459381/72/6,Simainga,Sachitembe,1992-06-24,F,Ndola,T003-Ndola,324ADEE77866,507,True,Type3,REC00507
REC00307,944917/69/1,Hamukoma,Kaunda,1997-01-23,M,Mongu,T003-Ndola,37A8007193C0,307,False,,
REC00359,547080/69/4,Tembo,Mvula,1959-10-15,M,Mazabuka,T002-Kitwe,60A45545DA9E,359,False,,
REC00240,158104/25/9,Kunda,Simamba,1964-11-25,M,Chipata,T001-Lusaka,09299B99F9C4,240,False,,
REC00242,677599/45/3,Moono,Kabwe,1953-01-15,M,Chipata,T003-Ndola,91E0FD5E24DB,242,False,,
REC00817,288656/50/9,Siluwe,Sachitembe,1948-02-01,M,Mazabuka,T001-Lusaka,3355EAD99EA6,817,False,,
REC00465,947438/79/7,Kalunga,Mubita,1979-03-04,M,Livingstone,T003-Ndola,59D2FE6D7882,465,False,,
REC00836,525205/25/4,Siluwe,Wina,2006-03-05,M,Mazabuka,T003-Ndola,8529705119E9,836,False,,
REC00969,641448/93/3,Gondwe,Sata,1989-08-15,M,Mansa,T002-Kitwe,4541E6229C37,322,True,Type2,REC00322
REC00723,684413/78/2,Tembo,Sakala,2003-12-06,M,Solwezi,T001-Lusaka,58C6EB7DDD89,723,False,,
REC00128,171744/40/5,Ruth,Chanda,1954-08-15,F,Kasama,T001-Lusaka,C08B748CE4E3,128,False,,
REC00676,388698/86/9,Moono,Wina,1967-12-29,F,Kitwe,T001-Lusaka,6FEFE1213A22,676,False,,
REC00127,659543/58/6,Kabaso,Mvula,1949-07-07,F,Kasama,T003-Ndola,17A0B89024A3,127,False,,
REC00363,428628/86/7,Charity,Sialubalo,1952-09-04,F,Mongu,T003-Ndola,7636472406D3,363,False,,
REC00823,918656/19/5,Moono,Phiri,1995-06-26,F,Mongu,T001-Lusaka,8CBD97497001,823,False,,
REC00842,451801/18/2,Kasonde,Siluwe,1994-06-15,M,Ndola,T002-Kitwe,611ED90B22FF,842,False,,
REC00608,605904/32/6,Kalumba,Mbanga,1959-12-29,M,Chingola,T003-Ndola,E1851F7313AF,608,False,,
REC00062,740967/19/8,Kasonde,Banda,1967-05-22,M,Choma,T002-Kitwe,9715412C0BF3,62,False,,
REC00644,460317/39/6,Mwenya,Kasonde,1995-06-25,F,Mazabuka,T002-Kitwe,B04E3432CE14,644,False,,
REC00612,729402/65/2,Chimfwembe,Chisanga,1967-09-13,M,Chipata,T001-Lusaka,B7689C4FA3F9,612,False,,
REC00737,572788/13/3,Nkonde,Lungu,1980-12-29,M,Mufulira,T002-Kitwe,D75322B3FAA6,737,False,,
REC00653,338161/21/8,Namoonde,Sitwala,1961-08-07,F,Solwezi,T002-Kitwe,D1EA787BBB06,653,False,,
REC00796,789886/65/3,Chanda,Chisanga,1966-05-08,M,Ndola,T001-Lusaka,1C3D161BFAA0,796,False,,
REC00657,362035/30/7,Naomi,Simamba,1974-08-07,F,Livingstone,T002-Kitwe,38573CB5B55F,657,False,,
REC00029,299448/78/8,Chipo,Banda,1992-10-28,F,Mongu,T001-Lusaka,3D0F8053FEE3,29,False,,
REC00024,454508/12/9,Simuunza,Kalunga,2004-04-08,M,Mufulira,T001-Lusaka,2EF9D5C244FE,24,False,,
REC00164,714953/81/9,Namukolo,Mbanga,2004-08-19,F,Mazabuka,T002-Kitwe,2847686B91A2,164,False,,
REC00656,935471/10/9,Takondwa,Libonda,1989-04-09,F,Livingstone,T002-Kitwe,12A91B05A6D9,656,False,,
REC00534,219562/22/4,Sitwala,Kaunda,1969-06-01,F,Solwezi,T001-Lusaka,40E0A4F74591,534,False,,
REC00320,109585/37/9,Mwamba,Kaunda,1996-06-19,M,Solwezi,T002-Kitwe,2419E67CD20A,320,False,,
REC00524,817712/26/8,Namoonde,Kalumba,2007-06-06,F,Kitwe,T002-Kitwe,1475EE57EA65,524,False,,
REC00931,254532/68/2,Charity,Sikazwe,1984-12-29,F,Chipata,T001-Lusaka,7462E779AD49,931,False,,
REC00219,166165/68/1,Peace,Ng'ombe,1997-12-01,F,Livingstone,T002-Kitwe,74386252AC81,219,False,,
REC00291,563303/24/4,Gondwe,Sakala,1963-05-02,M,Mufulira,T003-Ndola,E07236AD6AEC,291,False,,
REC00954,647341/57/2,Pecae,Gondwe,1960-11-17,M,Choma,T002-Kitwe,A30FEA4C21A2,535,True,Type1,REC00535
REC00130,934816/17/5,Chama,Chanda,1980-11-29,F,Solwezi,T002-Kitwe,D2C443F9E79C,130,False,,
REC00852,145421/23/1,Joy,Hichilema,1969-05-12,F,Ndola,T003-Ndola,BD6ABE71C2BA,852,False,,
REC00623,926965/38/4,Mwenya,Mwale,1953-03-02,F,Mongu,T002-Kitwe,C683032B1F4B,623,False,,
REC00551,918859/66/4,Moono,Kabwe,1954-05-05,M,Kasama,T003-Ndola,A471AF0EC817,551,False,,
REC00579,678469/23/3,Namoonde,Kamanga,1966-04-29,F,Mufulira,T003-Ndola,8A2A02EF831E,579,False,,
REC00587,148693/15/6,Choolwe,Sitwala,1969-03-24,F,Kasama,T001-Lusaka,5BA8980666AF,587,False,,
REC00986,276831/10/6,Wamunyima,Sakala,1971-08-04,M,Mansa,T003-Ndola,F40FF44BFEE7,577,True,Type5,REC00577
REC00203,424500/70/4,Yemisi,Mutinta,1988-07-22,F,Mazabuka,T002-Kitwe,9F2242A9B15E,203,False,,
REC00827,914992/67/1,Chisanga,Mulonga,1987-07-14,M,Ndola,T002-Kitwe,C626BAF308BD,827,False,,
REC00354,585556/96/9,Isaac,Nyirenda,1974-12-04,M,Solwezi,T001-Lusaka,D8ED9BA84BD7,354,False,,
REC00936,571980/50/7,Moses,Kapembwa,1975-08-07,M,Kabwe,T002-Kitwe,E200015753BF,936,False,,
REC00558,407835/37/9,Mulonga,Mvula,1977-08-24,M,Chingola,T002-Kitwe,965C61375E32,558,False,,
REC00917,293757/95/6,Nyirenda,Siluwe,1992-01-26,M,Kitwe,T001-Lusaka,42B9A5D28A27,917,False,,
REC00949,701380/61/4,Dalitso,Mutale,1983-05-05,F,Kasama,T003-Ndola,E682682BCB54,949,False,,
REC00414,155230/32/4,Mwaka,Sikazwe,1949-08-10,F,Lusaka,T003-Ndola,EB51D42DE589,414,False,,
REC00151,355400/26/4,Chanda,Mutale,1980-02-04,M,Kafue,T001-Lusaka,2264D41038B4,151,False,,
REC00739,571228/91/6,Chimfwembe,Kapembwa,1946-08-28,M,Chingola,T001-Lusaka,63125EA9E8FC,739,False,,
REC00287,485397/88/4,Mwaka,Chinyama,1983-07-19,F,Ndola,T001-Lusaka,4953A53B6992,287,False,,
REC00844,742191/58/3,Chisomo,Musonda,1953-04-19,M,Choma,T001-Lusaka,8645C07EF9A6,844,False,,
REC00903,827968/25/6,Peace,Sachitembe,1967-04-23,F,Kasama,T003-Ndola,BB3269549046,903,False,,
REC00860,996536/39/2,Gondwe,Mulonga,1960-06-04,M,Kafue,T002-Kitwe,668311EB4990,860,False,,
REC00312,837954/36/7,Alinafe,Nkumbula,1955-10-16,F,Chingola,T001-Lusaka,1F49E9BFB7C8,312,False,,
REC00734,641198/90/1,Nkandu,Mbanga,1975-04-05,F,Chipata,T001-Lusaka,A44CA33F14A5,734,False,,
REC00769,221462/10/5,Daniel,Mwale,1963-02-25,M,Mazabuka,T001-Lusaka,5E27F55D2ACF,769,False,,
REC00430,164664/38/3,Chisomo,Kapembwa,2008-12-10,M,Kafue,T001-Lusaka,A38B04E79442,430,False,,
REC00899,418677/73/9,Nkandu,Kamanga,1957-07-06,F,Kabwe,T003-Ndola,74A2CAAFFF91,899,False,,
REC00533,965401/16/4,Daniel,Mvula,1977-06-01,M,Solwezi,T002-Kitwe,F27731726666,533,False,,
REC00060,790855/20/5,Samuel,Sata,1994-10-16,M,Mazabuka,T003-Ndola,8BCFCC55F188,60,False,,
REC00651,666843/44/9,Moono,Sitwala,1968-02-07,F,Ndola,T002-Kitwe,C70084CC2D11,651,False,,
REC00752,865175/90/9,Kapembwa,Musonda,1958-10-03,M,Kabwe,T001-Lusaka,86E6CF49B339,752,False,,
REC00866,269662/68/1,David,Mubita,1982-09-01,M,Kabwe,T002-Kitwe,008C58B88914,866,False,,
REC00740,497073/80/7,Mary,Kalumba,1995-09-02,F,Mansa,T001-Lusaka,87BBBDE1F0F4,740,False,,
REC00839,740916/31/2,Sialubalo,Musonda,1969-02-01,M,Kitwe,T001-Lusaka,16DAF0AC2A45,839,False,,
REC00169,836833/49/6,Chama,Ng'ombe,1985-07-01,F,Lusaka,T002-Kitwe,7F34BDB4895F,169,False,,
REC00412,287654/14/9,Sitwala,Mwale,1996-07-20,F,Kasama,T003-Ndola,FE2405137EFA,412,False,,
REC00323,649857/29/4,Thandiwe,Musonda,2001-05-16,F,Mufulira,T001-Lusaka,467FE23CE9CE,323,False,,
REC00347,494322/45/7,Esther,Banda,1980-10-11,F,Kitwe,T002-Kitwe,90A38D2AA054,347,False,,
REC00087,697530/88/7,Alinafe,Hichilema,1968-04-28,F,Lusaka,T002-Kitwe,AD07B2D83ACD,87,False,,
REC00072,994905/63/9,Wamunyima,Hichilema,1975-01-10,F,Kasama,T003-Ndola,2F3F2DCDDE44,72,False,,
REC00530,581395/66/8,Siyanza,Banda,2002-12-10,F,Kafue,T001-Lusaka,B8F95B9CBA34,530,False,,
REC00011,961722/14/6,Mbanga,Mutale,1989-06-19,M,Chipata,T002-Kitwe,B68AF55E9AF8,11,False,,
REC00150,299028/25/8,Lubemba,Zulu,1985-04-06,F,Mazabuka,T001-Lusaka,9C38341DAB7F,150,False,,
REC00454,206355/71/4,Namoonde,Mutinta,1976-05-04,F,Kabwe,T001-Lusaka,6B23DEAF6252,454,False,,
REC00031,274389/62/8,Chimfwembe,Hichilema,1988-10-22,M,Livingstone,T002-Kitwe,18B8387B325B,31,False,,
REC00819,364132/34/1,Yemisi,Wina,1984-08-06,F,Mufulira,T001-Lusaka,476C7D2DBF2A,819,False,,
REC00529,391668/16/9,Moono,Banda,1980-04-30,F,Chingola,T001-Lusaka,2320F5C953B4,529,False,,
REC00470,683390/60/9,Mwenya,Kasonde,1975-03-13,F,Kafue,T002-Kitwe,BD26AFCFDDD9,470,False,,
REC00420,342716/76/7,Mutinta,Kasonde,2006-01-28,M,Choma,T003-Ndola,9EAB9F9DE7CC,420,False,,
REC00424,917823/84/2,Chisanga,Kabwe,1997-10-20,M,Kitwe,T001-Lusaka,31C1659E611C,424,False,,
REC00440,955937/17/4,Simamba,Tembo,1962-02-19,M,Kafue,T003-Ndola,B86CB5D8D701,440,False,,
REC00622,583100/85/1,Siluwe,Moono,1948-11-12,M,Kitwe,T002-Kitwe,FD7A579C22F7,622,False,,
REC00234,192055/97/6,Isaac,Ng'ombe,1970-01-30,M,Solwezi,T003-Ndola,BC32583F719D,234,False,,
REC00432,948611/26/2,Mbewe,Nkonde,1970-03-26,M,Kitwe,T002-Kitwe,C151C2A1AD0C,432,False,,
REC00543,310647/36/5,Naomi,Chinyama,1990-07-08,F,Solwezi,T003-Ndola,F243EF5CA678,543,False,,
REC00156,573962/74/4,Mary,Siluwe,2000-03-25,F,Lusaka,T003-Ndola,0F74FC765CBE,156,False,,
REC00616,100301/30/2,Wamunyima,Banda,1951-04-02,M,Mansa,T002-Kitwe,6FB56BD4FE90,616,False,,
REC00818,202444/77/2,Mwamba,Mulenga,1973-02-13,M,Kabwe,T003-Ndola,B5F63F63CB06,818,False,,
REC00425,526259/25/9,Isaac,Moono,1981-11-03,M,Mansa,T002-Kitwe,864FEC2DD9BB,425,False,,
REC00382,443187/84/1,Sitwala,Moono,1966-03-25,F,Kitwe,T003-Ndola,14436EB86B3F,382,False,,
REC00273,324381/35/9,Dalitso,Sata,1967-01-13,F,Choma,T002-Kitwe,9F50742892CA,273,False,,
REC00088,322423/55/5,Moono,Ng'ombe,1966-04-10,F,Chipata,T002-Kitwe,E1F12C5C0D84,88,False,,
REC00832,285197/80/1,Takondwa,Nkonde,1991-10-17,F,Mazabuka,T002-Kitwe,2790268D63E5,832,False,,
REC00518,152512/22/3,Takondwa,Phiri,1968-05-12,F,Kafue,T001-Lusaka,92315FA86657,518,False,,
REC00294,706403/19/1,Dalitso,Mulenga,1990-06-19,F,Solwezi,T002-Kitwe,29F8AAE75971,294,False,,
REC00850,218152/29/8,Mutinta,Mutale,1992-08-20,M,Ndola,T002-Kitwe,A2E7A188A681,850,False,,
REC00786,585394/51/9,Mwaka,Siluwe,1956-07-15,F,Kafue,T001-Lusaka,8F3492A64EAE,786,False,,
REC00252,124302/21/7,Charity,Kamanga,1965-05-24,F,Kabwe,T003-Ndola,50C2770D6CE4,252,False,,
REC00007,705397/34/2,Peace,Kalumba,1977-07-27,F,Mazabuka,T001-Lusaka,82DB0137A76F,7,False,,
REC00956,622230/90/9,Joy,Chonyama,2007-04-19,M,Mazabuka,T002-Kitwe,4A5C1C93B1AE,245,True,Type1,REC00245
REC00450,770718/82/2,Mwanachitechi,Kalumba,1990-03-13,M,Ndola,T002-Kitwe,40939F049966,450,False,,
REC00973,635348/76/4,Chisomo,Chanda,1978-01-02,F,Ndola,T001-Lusaka,5E8CF4581D69,615,True,Type3,REC00615
REC00126,919488/43/6,Kapulula,Chilufya,1967-11-23,F,Kasama,T003-Ndola,EC5D4DEE6EE7,126,False,,
REC00142,809176/96/7,Banda,Hichilema,1989-10-10,M,Solwezi,T003-Ndola,71DE98278C94,142,False,,
REC00343,619886/86/4,Alinafe,Wina,1953-12-09,F,Kitwe,T002-Kitwe,650F310BF31A,343,False,,
REC00373,962570/15/8,Ruth,Nyirenda,1961-05-21,F,Livingstone,T003-Ndola,CE25776C8CE5,373,False,,
REC00971,561124/18/8,Peace,Sakala,1990-11-16,F,Mazabuka,T003-Ndola,D98E980540AE,187,True,Type3,REC00187
REC00102,377501/94/2,Nyirenda,Chinyama,1991-01-31,M,Livingstone,T001-Lusaka,5F1B2D025AA3,102,False,,
REC00511,673867/42/8,Grace,Mwale,1998-12-05,F,Ndola,T003-Ndola,3ECEA153476E,511,False,,
REC00519,546688/24/2,Sitwala,Sachitembe,1981-12-17,F,Lusaka,T001-Lusaka,F95FEC555F50,519,False,,
REC00453,559507/63/3,Mulenga,Mutale,1975-05-23,M,Kabwe,T002-Kitwe,D7D3796CFFE3,453,False,,
REC00300,744793/12/4,Chilufya,Mubita,1972-05-27,M,Kitwe,T001-Lusaka,462D7FEE2BF1,300,False,,
REC00686,644719/22/2,Hamukoma,Chilufya,1990-08-24,M,Livingstone,T003-Ndola,F469A821D1EE,686,False,,
REC00371,335765/78/5,Sikazwe,Chanda,1985-05-10,M,Mansa,T001-Lusaka,5376A63D9F8C,371,False,,
REC00211,862560/87/9,Mphatso,Chisanga,1960-10-11,F,Kitwe,T002-Kitwe,1F7C430CDB39,211,False,,
REC00121,613425/29/8,Deborah,Siluwe,1950-10-23,F,Kabwe,T003-Ndola,BEE8B92B058E,121,False,,
REC00172,914571/82/2,Sachimba,Kamanga,1980-11-29,M,Ndola,T001-Lusaka,80473BD30C1D,172,False,,
REC00108,141797/65/6,Grace,Kasonde,1956-05-12,F,Chipata,T003-Ndola,650F7E27CAC1,108,False,,
REC00712,795759/77/1,Chanda,Mwale,1957-09-17,M,Ndola,T002-Kitwe,BA26C8D42E33,712,False,,
REC00043,544151/45/1,Lubemba,Kasonde,1953-02-09,F,Solwezi,T001-Lusaka,D8F7C56B6EA2,43,False,,
REC00660,834498/89/8,Joy,Simuunza,1985-08-07,F,Solwezi,T001-Lusaka,581578B95343,660,False,,
REC00105,942956/35/7,Peace,Siluwe,1950-09-12,F,Chingola,T001-Lusaka,28E8FD01BA81,105,False,,
REC00625,287155/70/6,Monde,Chilufya,1960-04-06,F,Livingstone,T002-Kitwe,87CF220E7677,625,False,,
REC00626,299405/73/4,Thandiwe,Sata,1948-09-23,F,Kasama,T001-Lusaka,5E73A52E22C6,626,False,,
REC00840,166175/35/7,Mercy,Kalumba,1990-03-24,F,Mansa,T002-Kitwe,6E87F13669C3,840,False,,
REC00114,296694/76/6,Joseph,Lungu,2005-02-24,M,Mansa,T003-Ndola,324120BE44D6,114,False,,
REC00469,556542/35/3,Emmanuel,Kasonde,1948-09-23,M,Chipata,T003-Ndola,F7140E9BD3FE,469,False,,
REC00714,384489/94/6,Mwamba,Mwale,1950-10-08,M,Lusaka,T001-Lusaka,0B20D7DA6B09,714,False,,
REC00052,220944/43/3,Ruth,Mvula,2007-07-16,F,Chipata,T003-Ndola,15C41B180292,52,False,,
REC00107,822131/48/7,Grace,Kapembwa,1967-12-19,F,Chingola,T002-Kitwe,02E53BFA9699,107,False,,
REC00843,680290/31/8,Nchimunya,Nkumbula,1976-10-29,F,Choma,T001-Lusaka,013D50145FDB,843,False,,
REC00528,630126/70/8,Bwalya,Nkonde,1995-12-08,M,Kitwe,T001-Lusaka,33908B528F58,528,False,,
REC00155,651640/24/2,Lubemba,Mwamba,1972-03-31,F,Kabwe,T002-Kitwe,E6B682BE2338,155,False,,
REC00274,876880/85/4,Namukolo,Musonda,1954-10-12,F,Lusaka,T001-Lusaka,78E65E857D93,274,False,,
REC00886,524214/73/3,Hamukoma,Kapembwa,2007-10-12,M,Choma,T002-Kitwe,8F2A2485E811,886,False,,
REC00048,288073/52/7,Kamanga,Lungu,2007-10-16,M,Kafue,T003-Ndola,680FEA91C04E,48,False,,
REC00881,238364/49/3,Faith,Kamanga,1959-02-15,F,Livingstone,T002-Kitwe,2EDD7D6F722F,881,False,,
REC00349,412687/47/8,Mwenya,Lungu,1949-08-21,F,Chipata,T001-Lusaka,61930F0612ED,349,True,Type4,REC00506
REC00265,215233/34/1,Chilufya,Mulonga,1947-03-03,M,Solwezi,T002-Kitwe,B50453E87166,265,False,,
REC00822,792561/19/8,Moono,Gondwe,1968-02-14,M,Mansa,T002-Kitwe,DF206281B931,822,False,,
REC00925,820420/66/4,Faith,Libonda,1982-01-09,F,Mongu,T003-Ndola,3FBBAB6B8A7A,925,False,,
REC00576,572536/52/5,Mvula,Sakala,1966-06-05,M,Mufulira,T003-Ndola,63824A64183C,576,False,,
REC00970,820861/85/6,Ezekiel,Namoonde,1993-06-14,F,Mongu,T002-Kitwe,89D2F22EE714,463,True,Type2,REC00463
REC00233,827691/72/4,Mphatso,Kalumba,1984-05-24,F,Ndola,T001-Lusaka,347D7DC2C442,233,False,,
REC00633,372315/33/9,Mbanga,Nyirenda,1955-01-15,M,Livingstone,T002-Kitwe,5168AB3B068B,633,False,,
REC00874,969856/25/8,Charity,Sikazwe,1962-10-06,F,Chingola,T003-Ndola,45601006FDD1,874,False,,
REC00441,348041/85/6,Namoonde,Ng'ombe,1994-03-20,F,Kasama,T003-Ndola,6D9145C59E67,441,False,,
REC00346,517584/50/5,David,Sakala,1994-01-29,M,Kasama,T003-Ndola,A71A6847AB7E,346,False,,
REC00733,967182/15/4,Kabwe,Simuunza,1969-01-09,M,Chingola,T003-Ndola,B35282BA3629,733,False,,
REC00033,262316/34/5,Naomi,Mubita,1966-05-09,F,Lusaka,T001-Lusaka,82B615266CA4,33,False,,
